OBJECTID_1,AREA_NAME,HOOD_ID,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,POPULATION_2023,Shape__Area,Shape__Length
122,Yorkdale-Glen Park,31,106,137,175,161,176,206,157,162,180,207,733.2088013,949.2793579,1210.402588,1080.899658,1143.822754,1302.066895,971.3543091,986.7819824,1073.409302,1199.443726,67,53,41,52,63,62,88,95,193,199,463.4433289,367.2394714,283.5800171,349.1104431,409.4365234,391.8842163,544.4533691,578.668457,1150.933228,1153.088379,13,15,11,12,15,20,33,29,18,13,89.92183685,103.9356995,76.08244324,80.56394958,97.48488617,126.4142609,204.1700134,176.6461639,104.2994553,75.32738495,51,57,66,58,64,87,75,63,59,154,352.7702942,394.955658,456.4946594,389.3924255,415.9355164,549.9020386,464.0227661,383.7485657,351.8396912,892.3397827,1,1,1,1,2,1,1,1,1,,6.91706419,6.929046631,6.916585922,6.713662148,12.99798489,6.320713043,6.186970234,6.091247082,5.963384628,,23,21,24,34,47,42,40,17,32,74,159.0924835,145.5099792,165.9980621,228.2645111,305.4526672,265.4699402,247.4788055,103.5511932,190.8283081,428.7866516,3,3,1,6,10,17,15,9,7,,20.751194,20.78713989,6.916585922,40.28197479,64.9899292,107.4521179,92.80455017,54.8212204,41.74369431,,105,76,63,77,97,86,128,112,130,118,726.291748,526.6075439,435.7449036,516.9520264,630.4022827,543.5812988,791.9321899,682.2196655,753.273844,683.7408447,23,15,26,23,20,30,18,21,40,44,159.0924835,103.9356995,179.8312378,154.4142303,129.9798584,189.6213837,111.3654633,127.9161835,238.5353851,254.9542236,17258,6038309.47363281,10079.377511977
123,Brookhaven-Amesbury,30,87,101,121,122,105,105,94,138,159,166,472.6206055,551.4304199,661.6722412,662.1079102,563.6070557,560.1195068,501.6543884,740.62146,851.5424194,885.9003296,39,42,30,24,48,37,56,49,68,74,211.8644104,229.3077087,164.0509644,130.2507324,257.6489563,197.3754425,298.8579407,262.9743042,364.1816711,394.9194031,2,6,4,7,6,4,1,7,4,5,10.86484146,32.75824356,21.87346268,37.98979568,32.20611954,21.3378849,5.336749077,37.56775665,21.34699541,26.68374443,23,44,31,32,33,50,33,25,20,39,124.9456787,240.2271271,169.5193329,173.6676483,177.1336517,266.7235718,176.1127167,134.1705627,107.1122513,208.1332092,1,0,1,0,0,0,0,3,2,,5.432420731,0,5.468365669,0,0,0,0,16.10046768,10.71122551,,32,20,33,21,20,23,16,15,12,30,173.8374634,109.1941452,180.4560547,113.9693909,107.3537292,122.6928406,85.38798523,80.50233459,64.26734924,160.1024628,2,2,3,7,2,8,1,5,5,,10.86484146,10.91941452,16.40509605,37.98979568,10.7353735,42.67576981,5.336749077,26.83411217,26.77806282,,34,51,27,33,46,51,61,47,50,54,184.702301,278.4450684,147.645874,179.0947571,246.9135742,272.0580444,325.541687,252.2406464,266.8374426,288.1844482,5,8,1,7,11,12,10,5,8,9,27.16210365,43.67765808,5.468365669,37.98979568,59.04455185,64.01365662,53.36748886,26.83411217,42.84490204,48.03073883,18738,3507312.7668457,8980.39928031823
124,Maple Leaf,29,21,31,42,18,27,28,28,32,51,50,205.2384644,304.4588623,413.6708374,175.5241394,259.7902527,266.3369141,265.579071,304.5298767,483.0002747,472.8132324,7,18,15,8,13,25,18,13,47,49,68.41281891,176.7825623,147.7395782,78.01072693,125.0841904,237.8008118,170.7294006,123.7152634,445.1179199,463.3569641,0,1,0,2,1,0,2,1,0,,0,9.821252823,0,19.50268173,9.621860504,0,18.96993256,9.516558647,0,,14,13,18,10,7,15,10,10,21,17,136.8256378,127.6762924,177.2875061,97.51340485,67.35302734,142.6804962,94.84966278,95.16558838,198.8824768,160.7565002,,,,,,,,,,,,,,,,,,,,,9,3,8,2,6,4,2,1,5,5,87.95934296,29.46376038,78.79444122,19.50268173,57.73116684,38.04813004,18.96993256,9.516558647,47.35297012,47.28132248,0,2,0,1,2,1,1,2,1,1,0,19.64250565,0,9.751340866,19.24372101,9.512032509,9.484966278,19.03311729,9.470593452,9.456264496,12,18,13,6,33,18,31,19,19,17,117.2791214,176.7825623,128.0409698,58.5080452,317.5214233,171.2165833,294.0339661,180.814621,179.6690307,160.7565002,,4,,2,4,3,2,3,3,1,,39.28501129,,19.50268173,38.48744202,28.53609848,18.96993256,28.5496769,28.41178131,9.456264496,10575,2526495.24829102,6377.82447047491
125,Rustic,28,53,66,74,64,72,64,60,62,73,89,524.4927979,656.1940918,737.6395264,631.4750977,702.2335205,618.8956299,579.4862061,601.3579102,705.5866699,855.4401855,7,19,10,11,15,38,22,16,35,34,69.27263641,188.9043579,99.68102264,108.5347824,146.298645,367.4692993,212.4782715,155.1891327,338.2949829,326.7973938,0,2,3,0,0,2,5,0,1,,0,19.88466835,29.90430641,0,0,19.34048843,48.2905159,0,9.611687812,,21,17,17,12,9,14,15,7,10,19,207.8179169,169.0196838,169.4577332,118.4015808,87.77919006,135.3834229,144.8715515,67.89524841,96.65571594,182.6220703,0,1,0,0,0,1,0,2,0,,0,9.942334175,0,0,0,9.670244217,0,19.39864159,0,,14,16,6,4,8,3,8,6,4,2,138.5452728,159.0773468,59.80861282,39.4671936,78.02593994,29.01073456,77.26482391,58.19592667,38.66228485,19.22337532,5,7,9,3,8,7,6,7,1,3,49.48045349,69.59634399,89.71292114,29.6003952,78.02593994,67.69171143,57.94861984,67.89524841,9.665571213,28.83506393,20,14,8,18,47,26,35,13,25,14,197.921814,139.192688,79.74481964,177.6023712,458.4024048,251.4263611,338.0335999,126.0911713,240.2921953,134.5636292,1,1,3,1,2,1,4,,5,2,9.896091461,9.942334175,29.90430641,9.866798401,19.50648499,9.670244217,38.63241196,,48.32785797,19.22337532,10404,2096378.20776367,5889.05410619556
126,York University Heights,27,271,294,361,342,355,378,347,331,333,409,940.2866211,1025.748413,1264.6698,1184.29248,1213.260376,1279.837524,1172.138916,1121.615723,1123.0271,1368.030273,108,100,109,93,91,147,187,173,230,263,374.7267761,348.8940125,381.8532104,322.0444641,311.0047913,497.7145691,631.6713867,586.2221069,775.6643677,879.6869507,15,27,25,33,36,18,39,18,34,16,52.04538345,94.20137787,87.58100891,114.2738419,123.0348587,60.94464111,131.7389526,60.99420547,113.723785,53.51707458,108,140,99,105,122,111,105,114,127,218,374.7267761,488.4515991,346.8208008,363.5986023,416.9514771,375.8252869,354.6817932,386.2966309,428.3016357,729.170166,1,0,2,1,1,0,1,6,3,,3.46969223,0,7.006481171,3.462843657,3.417634964,0,3.37792182,20.33140182,10.11736107,,59,85,69,75,91,82,47,40,51,106,204.7118378,296.559906,241.723587,259.7132874,311.0047913,277.6366882,158.7623291,135.5426788,171.9951477,354.5506287,2,1,5,10,8,6,12,14,13,6,6.93938446,3.488940001,17.51620293,34.62843704,27.34107971,20.31488037,40.5350647,47.43993759,43.84189987,20.06890297,141,122,136,164,169,159,262,200,215,178,489.226593,425.6506958,476.4407043,567.9063721,577.5803223,538.3443604,885.015564,677.7133789,719.1356992,595.3774414,30,46,38,38,37,31,42,32,59,40,104.0907669,160.4912415,133.1231384,131.5880585,126.4524918,104.9602203,141.8727264,108.4341431,198.9747772,133.7926941,29897,13246479.3210449,18511.6921722698
127,Glenfield-Jane Heights,25,296,310,315,288,307,351,285,315,283,327,935.0222778,989.4353638,1013.122375,917.1390381,965.6821289,1094.61731,887.1595459,984.6211548,880.9613037,1013.922058,45,51,65,51,68,88,120,106,161,119,142.1486511,162.7780762,209.0569916,162.4100342,213.8970184,274.4339905,373.540863,331.3328247,501.1829224,368.9808044,10,28,10,13,8,8,15,6,5,5,31.58859062,89.3683548,32.16261292,41.39863586,25.16435432,24.94854355,46.69260788,18.75468826,15.50339524,15.50339508,36,36,30,42,38,36,51,41,34,43,113.7189255,114.9021759,96.48783875,133.7494354,119.5306854,112.2684479,158.7548676,128.1570435,105.8398743,133.3291931,0,0,1,2,0,2,1,5,3,,0,0,3.216261387,6.369020939,0,6.237135887,3.112840414,15.6289072,9.338811874,,49,48,71,53,53,50,50,29,31,31,154.7840881,153.2028961,228.3545532,168.7790527,166.7138519,155.9283905,155.6420288,90.6476593,96.50106049,96.12104797,8,17,22,21,25,31,34,19,10,14,25.27087212,54.25936127,70.75775146,66.87471771,78.63861084,96.67560577,105.8365784,59.3898468,31.12937355,43.40950775,79,47,88,61,82,74,139,96,81,54,249.5498657,150.0111694,283.0310059,194.2551422,257.9346313,230.7740326,432.6848145,300.0750122,251.1550029,167.436676,7,7,9,7,11,12,19,7,11,27,22.11201286,22.3420887,28.94635201,22.29157448,34.60098648,37.42281723,59.14397049,21.88047028,34.24230957,83.71833801,32251,5150697.5246582,11459.9417593974
128,Broadview North,57,49,58,46,57,57,69,62,55,60,81,409.8360596,487.4359131,387.5315857,476.4292908,471.2301636,566.0377197,508.5718994,453.4212646,493.7052612,663.9344482,2,4,7,6,6,3,7,11,15,17,16.72800255,33.61627197,58.97219849,50.15045166,49.60317612,24.6103363,57.41940689,90.68425751,123.4263153,139.3442688,4,9,16,10,1,13,35,10,24,11,33.4560051,75.63660431,134.7935944,83.58408356,8.267195702,106.6447906,287.0970459,82.44023132,196.7213115,90.1639328,14,21,16,24,8,25,25,18,17,22,117.0960159,176.4854126,134.7935944,200.6018066,66.13756561,205.0861359,205.0693207,148.3924103,139.8831635,180.3278656,0,0,0,1,1,0,0,1,1,,0,0,0,8.358408928,8.267195702,0,0,8.244023323,8.228421211,,9,4,11,5,7,5,3,10,2,3,75.27600861,33.61627197,92.67060089,41.79204178,57.87036896,41.01722717,24.60831833,82.44023132,16.45684242,24.59016418,0,0,1,1,0,0,0,1,2,,0,0,8.424599648,8.358408928,0,0,0,8.244023323,16.45684242,,15,24,24,12,16,26,32,22,33,28,125.460022,201.6976166,202.1903992,100.3009033,132.2751312,213.2895813,262.4887085,181.368515,270.4918033,229.508194,,2,2,1,1,1,6,1,3,3,,16.80813599,16.8491993,8.358408928,8.267195702,8.203445435,49.21663666,8.244023323,24.68526268,24.59016418,12200,1745977.7956543,7178.09952140759
129,Leaside-Bennington,56,40,28,40,38,36,31,29,50,33,38,232.0320129,163.4273071,234.3978882,219.8183594,204.8014526,174.1181793,162.0473785,279.7672424,183.1298523,208.9634247,11,14,3,4,40,31,43,86,79,112,63.80880737,81.71365356,17.57984161,23.13877487,227.5571747,174.1181793,240.2771606,481.199646,438.4017639,615.8922119,26,23,38,17,23,26,48,28,10,12,150.820816,134.2438507,222.6779938,98.33979034,130.8453674,146.0345917,268.2163696,156.6696472,54.99037668,65.9884491,39,30,33,29,34,45,40,39,41,49,226.2312164,175.1006775,193.3782654,167.7561188,193.4235992,252.7521973,223.5136414,218.2184448,227.5249786,269.4528503,0,1,0,0,0,0,0,0,0,,0,5.836689472,0,0,0,0,0,0,0,,7,11,8,13,8,2,8,3,4,5,40.60560226,64.20358276,46.87957764,75.20101929,45.51143646,11.23343086,44.70272827,16.78603363,22.19755745,27.49518776,0,1,0,0,0,0,0,1,1,,0,5.836689472,0,0,0,0,0,5.595344543,5.549389362,,66,35,19,44,29,46,43,40,62,54,382.8528442,204.2841339,111.3389969,254.5265198,164.9789581,258.3688965,240.2771606,223.8137817,340.9403354,296.9480286,9,5,3,4,3,7,6,3,3,9,52.20720291,29.18344688,17.57984161,23.13877487,17.06678772,39.31700897,33.5270462,16.78603363,16.64816856,49.49134064,18185,4784981.41235352,14837.3974655056
130,Thorncliffe Park,55,87,106,89,100,93,121,98,118,114,128,416.168396,500.3540344,413.7610474,459.4954834,422.1324463,544.0647583,439.1664734,530.9814453,509.7705994,568.6867065,13,12,5,9,13,15,20,16,33,55,62.18608093,56.64385223,23.24500275,41.35459137,59.00776291,67.44604492,89.62580872,71.9974823,147.5651703,244.3575592,10,5,15,10,3,8,15,17,16,10,47.8354454,23.60160446,69.73500824,45.94954681,13.61717606,35.97122192,67.21936035,76.49732208,71.08583615,44.42864609,34,27,24,19,24,28,41,35,53,49,162.6405182,127.4486694,111.5760117,87.30413818,108.9374084,125.8992844,183.7329102,157.4944916,236.9986115,217.7003784,3,1,1,4,0,0,2,0,0,,14.35063362,4.720321178,4.649000645,18.37981987,0,0,8.962581635,0,0,,16,10,16,9,4,13,5,14,19,12,76.53671265,47.20320892,74.38401031,41.35459137,18.15623474,58.45323563,22.40645218,62.9977951,84.9617691,53.31437683,1,1,1,2,3,8,9,3,3,4,4.78354454,4.720321178,4.649000645,9.189909935,13.61717606,35.97122192,40.33161545,13.49952793,13.41501617,17.77145958,26,17,30,25,30,27,26,34,61,33,124.3721619,80.24545288,139.4700165,114.8738708,136.1717529,121.4028778,116.5135574,152.9946442,271.0147503,146.6145325,9,6,11,9,4,5,4,,10,8,43.05190277,28.32192612,51.13900375,41.35459137,18.15623474,22.4820137,17.92516327,,44.71672058,35.54291916,22508,3126357.20996094,7503.56591909032
131,O'Connor-Parkview,54,182,161,127,132,133,143,114,115,161,133,955.8321533,845.899231,665.5137939,684.6118164,680.5853882,725.3728027,577.3028564,583.8452759,813.8300781,668.3081055,22,12,7,10,19,28,20,43,40,61,115.5401535,63.04838943,36.68186188,51.86452866,97.22648621,142.0310364,101.2812042,218.3073578,202.1938019,306.5172729,9,11,6,9,9,5,6,7,7,8,47.26642609,57.7943573,31.44159698,46.6780777,46.05465317,25.36268616,30.38436127,35.53840637,35.17411185,40.19898605,53,30,34,39,26,56,25,38,47,44,278.3467407,157.6209717,178.1690521,202.2716675,133.0467682,284.0620728,126.6015091,192.9227753,237.577713,221.0944214,1,0,0,1,0,0,0,1,0,1,5.251824856,0,0,5.186452866,0,0,0,5.076915264,0,5.024873257,29,13,28,18,7,12,19,12,8,3,152.3029327,68.30242157,146.7274475,93.3561554,35.8202858,60.87044907,96.21714783,60.92298508,40.43875885,15.07461929,5,3,1,2,5,4,1,2,3,,26.25912476,15.76209736,5.240266323,10.37290573,25.58591843,20.29014969,5.064060211,10.15383053,15.16453552,,62,88,84,31,78,50,78,65,42,38,325.6131592,462.3548584,440.182373,160.7800446,399.1403198,253.6268616,394.9967041,329.9994812,211.0446711,190.9451752,11,6,6,2,6,7,10,2,9,6,57.77007675,31.52419472,31.44159698,10.37290573,30.7031002,35.50775909,50.64060211,10.15383053,45.49360657,30.14923859,19901,4876711.36645508,10926.9770729977
132,Henry Farm,53,62,63,73,74,76,86,87,99,96,107,423.2659607,407.4768677,447.3587341,426.3900757,412.3263855,442.0230408,427.6445007,469.3055115,435.4531555,469.6690369,14,12,10,15,16,23,21,33,31,67,95.57618713,77.61464691,61.28202057,86.43041992,86.80555725,118.2154617,103.2245407,156.4351807,140.6150818,294.0918274,4,2,1,3,1,6,12,19,7,8,27.30748177,12.93577385,6.128201962,17.28608513,5.425347328,30.83881569,58.98545074,90.06873322,30.72601176,35.11544037,38,26,12,28,22,39,33,24,36,25,259.4210815,168.1650543,73.53842163,161.336792,119.3576355,200.452301,162.2099915,113.7710342,163.2949219,109.7357559,0,1,0,1,1,0,0,0,0,1,0,6.467886925,0,5.762028217,5.425347328,0,0,0,0,4.389430046,7,6,6,12,10,7,6,8,12,13,47.78809357,38.80732346,36.76921082,69.14434052,54.25347137,35.97861862,29.49272537,37.92367935,54.43164444,57.06259155,0,4,0,1,2,4,3,0,2,,0,25.8715477,0,5.762028217,10.85069466,20.55920982,14.74636269,0,9.071940422,,58,37,44,23,24,84,40,100,83,89,395.9584961,239.3118134,269.6408997,132.5266418,130.2083282,431.7434082,196.6181641,474.04599,364.3227109,390.6593018,4,3,1,9,5,13,6,6,10,10,27.30748177,19.40366173,6.128201962,51.85825348,27.12673569,66.81743622,29.49272537,28.44275856,45.35970306,43.89430237,22782,2593567.26464844,8182.26332095287
133,Bayview Village,52,83,106,78,60,62,70,70,71,120,137,404.3060913,500.874176,356.3922119,266.5126953,267.1492615,293.8583679,288.3268738,288.6765747,477.9733887,533.3852539,25,14,14,21,9,38,29,42,61,96,121.7789459,66.15319061,63.96783447,93.27944183,38.77973175,159.5231171,119.449707,170.7664185,242.9698029,373.7590027,8,11,25,12,15,9,46,11,7,17,38.96926117,51.97750854,114.2282715,53.30253601,64.63288879,37.78178787,189.4719543,44.7245369,27.25326066,66.18649292,47,34,33,40,50,37,30,29,30,66,228.9444275,160.6577454,150.7813263,177.6751251,215.4429474,155.3251343,123.5686646,117.910141,119.4933472,256.9593201,0,0,0,0,1,0,1,0,0,,0,0,0,0,4.308858871,0,4.118955612,0,0,,3,5,11,9,6,15,18,4,10,9,14.61347389,23.62614059,50.26044083,39.97690201,25.85315323,62.96965027,74.1411972,16.26346779,39.83111572,35.03990555,0,1,0,0,1,1,1,3,5,2,0,4.725227833,0,0,4.308858871,4.197976589,4.118955612,12.19760132,19.91555786,7.786645889,85,23,42,30,30,52,59,45,68,115,414.0484314,108.6802444,191.9035034,133.2563477,129.2657776,218.2947845,243.0183716,182.9640198,264.7459607,447.7321472,8,9,5,7,7,12,12,9,6,18,38.96926117,42.52705383,22.84565544,31.09314537,30.16201401,50.37571716,49.42746353,36.59280396,23.8986702,70.0798111,25685,5159113.55322266,9504.16981183269
134,Newtonbrook East,50,76,76,94,81,86,85,60,85,81,87,466.8878174,470.7631226,585.8887939,497.7264404,518.6346436,504.8105469,354.1703491,501.1496887,473.1861267,501.7879944,15,8,8,11,14,28,39,43,59,75,92.14891052,49.5540123,49.86287689,67.59247589,84.42890167,166.2905273,230.2107239,253.5227814,344.6664429,432.5758362,9,8,9,9,6,7,1,8,9,8,55.2893486,49.5540123,56.09573746,55.30293655,36.183815,41.57263184,5.902839184,47.16703033,51.9091014,46.14142227,36,50,42,56,64,53,38,27,38,36,221.1573944,309.7125854,261.7800903,344.1071777,385.9606934,314.7642212,224.3078918,159.1887207,221.9885559,207.6363983,0,1,1,0,1,0,0,0,0,1,0,6.194251537,6.232859612,0,6.030635834,0,0,0,0,5.767677784,8,8,10,19,7,10,15,9,9,20,49.14608765,49.5540123,62.32859802,116.7506485,42.21445084,59.38947678,88.54258728,53.06290817,52.57623672,115.3535614,0,0,2,0,1,0,1,1,4,1,0,0,12.46571922,0,6.030635834,0,5.902839184,5.895878792,23.36721611,5.767677784,22,33,26,39,34,58,46,33,46,43,135.1517334,204.4103088,162.0543518,239.6460571,205.0416107,344.4589539,271.5306091,194.5639954,265.3131849,248.0101471,1,6,5,9,4,9,10,8,9,15,6.143260956,37.16551208,31.16429901,55.30293655,24.12254333,53.45052719,59.02839279,47.16703033,52.57623672,86.51516724,17338,4084668.73413086,8094.49089354603
135,Bayview Woods-Steeles,49,35,43,37,31,43,47,33,27,40,60,264.8305054,328.4448547,284.812561,236.0645752,322.9682922,349.0012512,244.4263458,200.4603119,295.7267456,439.8504639,16,7,18,21,7,21,16,27,14,34,121.0653763,53.46776581,138.5574646,159.9147186,52.57623672,155.9367371,118.5097427,200.4603119,103.504364,249.2485962,2,3,1,2,1,2,3,1,0,3,15.13317204,22.91475677,7.697636604,15.22997284,7.510890961,14.85111713,22.22057533,7.42445612,0,21.99252319,22,34,33,39,29,21,33,10,10,27,166.4648895,259.700592,254.0220184,296.9844666,217.8158264,155.9367371,244.4263458,74.24456024,73.9316864,197.9327087,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,7.425558567,0,0,0,,7,1,,4,6,6,2,2,2,7,52.9661026,7.638252258,,30.45994568,45.06534576,44.55335236,14.81371784,14.84891224,14.78633785,51.31588745,0,0,1,0,3,3,1,0,0,,0,0,7.697636604,0,22.53267288,22.27667618,7.406858921,0,0,,23,14,15,6,29,22,33,27,19,33,174.0314789,106.9355316,115.4645538,45.68991852,217.8158264,163.3622894,244.4263458,200.4603119,139.2859761,241.9177551,4,1,1,3,2,2,2,2,4,1,30.26634407,7.638252258,7.697636604,22.84495926,15.02178192,14.85111713,14.81371784,14.84891224,29.5726757,7.330841064,13641,4088940.43432617,8253.11483919459
136,Hillcrest Village,48,65,58,40,52,70,68,50,44,41,68,365.9085693,330.6350403,230.335144,296.6681824,394.76651,380.4195862,279.6264343,247.4690704,229.3963013,376.1894226,11,10,22,18,25,27,23,40,16,73,61.92298889,57.00604248,126.6843262,102.6928329,140.9880371,151.0489502,128.6281586,224.9718781,89.52050781,403.8504028,4,4,3,7,8,9,0,4,0,2,22.51745033,22.80241776,17.27513504,39.93610382,45.11617279,50.34965134,0,22.49718857,0,11.06439495,35,48,34,31,42,35,18,20,31,40,197.0276947,273.6289978,195.7848663,176.8598785,236.8599091,195.8041992,100.6655121,112.485939,173.4459839,221.2879028,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,5.594405651,0,5.624297142,0,,17,7,15,27,17,17,14,9,32,13,95.69916534,39.90422821,86.37567902,154.0392456,95.87187195,95.10489655,78.2953949,50.61867142,179.0410156,71.91856384,1,0,0,1,1,2,0,1,1,1,5.629362583,0,0,5.70515728,5.639521599,11.1888113,0,5.624297142,5.595031738,5.532197475,27,46,21,20,37,46,30,56,44,42,151.9927979,262.2277832,120.9259491,114.1031494,208.6623077,257.3426514,167.7758484,314.9606323,243.4166851,232.3522949,6,5,2,4,8,6,8,4,5,8,33.77617645,28.50302124,11.51675701,22.82062912,45.11617279,33.56643295,44.74022675,22.49718857,27.97515869,44.2575798,18076,5395573.67089844,9570.81675006214
137,Alderwood,20,44,47,39,21,30,36,37,27,43,44,355.010498,379.8900757,314.7953796,166.9316406,233.6994629,275.9466553,281.5829468,205.2451477,323.2110596,325.8535156,9,18,17,16,25,15,28,31,68,48,72.61578369,145.4898224,137.2185059,127.1860123,194.7495575,114.9777679,213.089798,235.6518402,511.1244812,355.4765625,5,2,3,4,9,5,8,0,12,2,40.34210205,16.16553497,24.21502876,31.79650307,70.10984039,38.32592392,60.88280106,0,88.86914019,14.81152344,18,28,26,23,23,26,43,17,42,20,145.2315674,226.3174896,209.8635864,182.829895,179.1695862,199.2947998,327.2450562,129.2284241,315.694519,148.1152344,1,0,0,0,0,0,0,0,3,,8.06842041,0,0,0,0,0,0,0,22.54960823,,8,6,10,6,8,5,12,2,7,8,64.54736328,48.49660492,80.71676636,47.69475174,62.31985855,38.32592392,91.32420349,15.20334435,52.61575317,59.24609375,1,0,0,0,0,1,0,0,1,,8.06842041,0,0,0,0,7.665184498,0,0,7.516536236,,37,45,45,17,20,54,47,47,31,16,298.5315552,363.7245483,363.2254333,135.1351318,155.7996368,413.9199829,357.6864624,357.278595,229.5786122,118.4921875,7,3,10,7,7,7,5,4,8,8,56.47894287,24.24830246,80.71676636,55.64387894,54.52987289,53.65629196,38.05175018,30.40668869,60.13228989,59.24609375,13503,4978387.91552734,9168.59613520858
