_id,ADDRESS_INFO,NAME,CATEGORY,PHONE,EMAIL,WEBSITE,GEOID,RECEIVED_DATE,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,WARD,WARD_2003,WARD_2018,MI_PRINX,ATTRACTION,MAP_ACCESS,geometry
112, ,Ryerson Image Centre,Gallery,416-979-5164, ,https://ryersonimagecentre.ca/,30022231, ,30022231,33,Gould St,33 Gould St,M5B 1E9,former Toronto,Toronto, ,104008,7641727,33, , , ,3563,Toronto Centre,27,13,3029307,"The RIC is dedicated to the public exhibition, research, study and teaching of photography including, installation art and film and media.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3790627538868, 43.6596609269509]]}"
113, ,Ryerson Theatre,Performing Arts,416-979-5009, ,https://www.ryerson.ca/university-business-services/event-space-reservations/theatre/,7641981, ,7641981,43,Gerrard St E,43 Gerrard St E, ,former Toronto,Toronto, ,115001,7642005,43, , , ,3495,Toronto Centre,27,13,3091475,"Ryerson Theatre is home to various productions which includes concerts, film presentations, and Ryerson Theatre and Fashion Schools productions.",N,"{'type': 'MultiPoint', 'coordinates': [[-79.3788537895224, 43.6615913679868]]}"
114,4th Floor,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,416-631-5689, ,https://www.holocaustcentre.com/,487321, ,487321,4600,Bathurst St,4600 Bathurst St,M2R 3V2,North York,Toronto, ,104008,439530,4600, , , ,436,York Centre,10,6,3154829,"The Sarah and Chaim Neuberger Holocaust Education Centre provides all its visitors a complete understanding of the Holocaust.30, 000 students pass through its doors during educational trips.",N,"{'type': 'MultiPoint', 'coordinates': [[-79.4409234699692, 43.766501766674]]}"
115, ,Scarborough Museum,Museum,416-338-8807, ,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/scarborough-museum/,13967651, ,13967651,1007,Brimley Rd,1007 Brimley Rd,M1P 3E8,Scarborough,Toronto, ,107008,30039278,1007, , , ,7435,Scarborough Centre,38,21,3301567,The Scarborough Museum and its gardens are located within Thomson Memorial Park.It is one of 10 museums operated by the City of Toronto.The Museum looks back on the story of Scarborough's roots and history.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.2562306424027, 43.7600444383423]]}"
116, ,Scarborough Village Theatre,Performing Arts,416-267-9292, ,https://theatrescarborough.com/,5045390, ,5045390,3600,Kingston Rd,3600 Kingston Rd,M1M 1R9,Scarborough,Toronto,Scarborough Village Recreation Centre - Building Grounds,106007,5041127,3600, , , ,3786,Scarborough-Guildwood,36,24,3838356,"Theatre Scarborough is an umbrella organization consisting of Scarborough Music Theatre, Scarborough Players, and Scarborough Theatre Guild. Performances take place at the Scarborough Village Community Centre.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.2165521776518, 43.741991486392]]}"
117, ,Solar Stage Children's Theatre,Performing Arts,416-368-8031, ,https://solarstage.on.ca/,20259082, ,578559,601,Christie St,601 Christie St,M6G 4C7,former Toronto,Toronto, ,104008,439411,4950, , , ,4733,Toronto-St. Paul's,21,12,1881534,Solar Stage Children's Theatre is dedicated to providing theatrical presentations for children.,N,"{'type': 'MultiPoint', 'coordinates': [[-79.4238961016719, 43.6819574485707]]}"
118, ,Meridian Hall (formerly Sony Centre for the Performing Arts),Performing Arts,416-368-6161, ,http://www.meridianhall.com/,11070359, ,11070359,1,Front St E,1 Front St E,M5E 1B2,former Toronto,Toronto, ,107010,11070358,1, , , ,3471,Toronto Centre,28,13,3311717,"Meridian Hall is a performing arts venue with a range of events that include concerts, dance, and much more.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3759983187062, 43.6485784438655]]}"
119, ,Sugar Beach Park,Nature/ Park,416-338-4386, ,https://www.toronto.ca/data/parks/prd/facilities/complex/2261/index.html,30017889, ,30017889,11,Dockside Dr,11 Dockside Dr, ,former Toronto,Toronto, ,106001,30068335,11, , , ,19432,Spadina-Fort York,28,10,4163708,Sugar Beach is one of Toronto's urban beach parks. Famous for its pink umbrellas and Muskoka chairs.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3673444488914, 43.6455643704739]]}"
120, ,Spadina Museum,Museum,416-392-6910, ,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/spadina-museum/,7986457, ,7986457,285,Spadina Rd,285 Spadina Rd,M5R 2V5,former Toronto,Toronto,Spadina Museum - Historic House And Gardens - Building Grounds,107008,7986453,285, , , ,4428,Toronto-St. Paul's,22,12,3838338,"Operated by the City of Toronto, the Spadina Museum is a historic manor house that allows visitors to learn about the history and architecture of  late 19th century to early 20th century Toronto.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.408129078813, 43.6810266590651]]}"
121, ,St. James Park,Nature/ Park,416-392-2489, ,https://www.toronto.ca/data/parks/prd/facilities/complex/408/index.html,8344747, ,8344747,120,King St E,120 King St E, ,former Toronto,Toronto, ,106001,30097829,120, , , ,3779,Toronto Centre,28,13,4238743,"A large green space, home to a Victorian garden, live performances, and is a popular spot for photos. The park is adjacent to historic St. James Cathedral.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3723739210341, 43.6525667380652]]}"
122, ,St. Lawrence Centre for the Arts,Performing Arts,416-366-1656, ,http://www.stlc.com/,8351140, ,8351140,27,Front St E,27 Front St E,M5E 1B4,former Toronto,Toronto, ,115001,14254949,27, , , ,3471,Toronto Centre,28,13,3128630,"Home to  two theatres, the Bluma Appel Theatre and the Jane Mallett Theatre, the St. Lawrence Centre for the Arts is the home to various artistic and public events.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3750142591045, 43.6494041113268]]}"
123, ,St. Lawrence Market and Market Gallery,Attraction,416-392-7219, ,http://www.stlawrencemarket.com/,11075763, ,11075760,93,Front St E,93 Front St E,M5E 1C3,former Toronto,Toronto, ,115001,11075761,95, , , ,3471,Toronto Centre,28,13,1977101,"Voted best fresh food market in the world by National Geographic in 2012, Torontos historic and premier market also includes The Market Gallery, housed within part of Torontos original 19th century City Hall.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3714104009798, 43.6511434617478]]}"
124, ,Steam Whistle Brewery,Attraction,647-697-0859, ,https://steamwhistle.ca/,30022193, ,14172191,255,Bremner Blvd,255 Bremner Blvd,M5V 3M9,former Toronto,Toronto,Roundhouse Park,115001,13975104,255, , , ,11078,Spadina-Fort York,20,10,3836923,"A microbrewery located in downtown Toronto, Steam Whistle Brewery produces a premium pale lager composed of only four ingredients.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3851853298275, 43.6437271938888]]}"
125, ,CF Sherway Gardens,Landmark,416-621-1070, ,https://www.cfshops.com/sherway-gardens.html,3327188, ,,25,The West Mall,25 The West Mall,M9C 1B8,Etobicoke,Toronto, ,,,, , , ,,Etobicoke-Lakeshore,5,3,,An upscale shopping centre in Toronto's West end., ,"{'type': 'MultiPoint', 'coordinates': [[-79.5570120906651, 43.6139454842345]]}"
126, ,Sunnyside Beach,Nature/ Park,311, ,https://www.toronto.ca/data/parks/prd/facilities/complex/394/index.html,6814671, ,6814671,1755,Lake Shore Blvd W,1755 Lake Shore Blvd W,M6S 5A3,former Toronto,Toronto,Sunnyside Park,106001,30021714,1755, , , ,1962,Parkdale-High Park,13,4,3025447,"One of Toronto's designated swimming beaches, Sunnyside Beach provides rowers and paddlers calm waters with an offshore break wall.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.4572327124193, 43.6396986705767]]}"
127, ,Taras H. Shevchenko Museum,Museum,416-534-8662, ,http://www.infoukes.com/shevchenkomuseum/,11394912, ,11394917,1604,Bloor St W,1604 Bloor St W,M6P 1A7,former Toronto,Toronto, ,115001,14041669,1614, , , ,458,Parkdale-High Park,14,4,4126953,The Taras H. Shevchenko Museum is the home to  exhibitions dedicated to the contribution of Ukrainians in Canada and the life of famed writer Taras Shevchenko.,N,"{'type': 'MultiPoint', 'coordinates': [[-79.455051931212, 43.6579773800928]]}"
128, ,Tarragon Theatre,Performing Arts,416-531-1827, ,http://www.tarragontheatre.com/,7994659, ,7994659,30,Bridgman Ave,30 Bridgman Ave,M5R 1X3,former Toronto,Toronto, ,107002,7994658,30, , , ,3060,Toronto-St. Paul's,21,12,2754414,The Tarragon Theatre is a performing arts centre  notable for the development of playwrights. Over 170 works have premiered at the theatre.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.4126611860157, 43.6769027484073]]}"
129, ,Textile Museum of Canada,Museum,416-599-5321, ,https://textilemuseum.ca/,7792171, ,7792171,55,Centre Ave,55 Centre Ave,M5G 2H5,former Toronto,Toronto, ,100001,7792167,55, , , ,9796,Spadina-Fort York,27,10,2976162,"With more than 13,000 objects from more than 200 countries and regions, the Textile Museum of Canada celebrates cultural diversity through traditional fabrics, garments, carpets and related artifacts such as beadwork and basketry.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3864533344223, 43.6565772998496]]}"
130, ,The 48th Highlanders Museum,Museum,416-635-4440, ,http://www.48highlanders.com/04_03.html,868441, ,868441,73,Simcoe St,73 Simcoe St,M5J 1W9,former Toronto,Toronto, ,100001,1146180,73, , , ,4411,Spadina-Fort York,20,10,2235601,"This museum is dedicated to one of Canada's famous military regiments. The museum holds historical artifacts dating from Victorian Toronto in 1891, when the 48th Highlanders was formed, to the present day.",N,"{'type': 'MultiPoint', 'coordinates': [[-79.3853532345769, 43.648778569482]]}"
131, ,The Bata Shoe Museum,Museum,416-979-7799, ,https://batashoemuseum.ca/,8408594, ,8408594,327,Bloor St W,327 Bloor St W,M5S 1W7,former Toronto,Toronto, ,115001,8408589,327, , , ,458,University-Rosedale,20,11,2243147,"Home to hundreds of shoes (from a collection numbering over 13,000). The museum celebrates the style and function of footwear in impressive galleries from ancient Egypt to modern fashion.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3999486403179, 43.6692312650026]]}"
132, ,The Danforth Music Hall,Performing Arts,416-778-8163, ,http://thedanforth.com/,14075977, ,14075977,147,Danforth Ave,147 Danforth Ave,M4K 1N2,former Toronto,Toronto, ,115001,11046582,147, , , ,86,Toronto-Danforth,30,14,2653715,"The Music Hall boasts new theatre seats, state-of-art sound and lighting and a completely renovated backstage area.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3568217007348, 43.6781980206842]]}"
133,(Mill Street and Parliament),The Distillery Historic District,Landmark,416-364-1177, ,https://www.thedistillerydistrict.com/,30031582, ,30031582,55,Mill St,55 Mill St,M5A 3C4,former Toronto,Toronto, ,115001,1145341,55, , , ,9816,Spadina-Fort York,28,10,3231660,"A pedestrian-only historic area that represents the largest and best preserved collection of Victorian Industrial Architecture in North America. The refurbished warehouses are now home to restaurants, bars, galleries, studios, and a theatre.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3594616877865, 43.6526373309724]]}"
134, ,The Power Plant Contemporary Art Gallery,Gallery,416-973-4949, ,http://www.thepowerplant.org/,20141759, ,20141759,231,Queens Quay W,231 Queens Quay W,M5J 2G8,former Toronto,Toronto, ,107002,14134888,231, , , ,4244,Spadina-Fort York,20,10,2585330,"Dedicated to contemporary art, the Power Plant is a free public gallery located at the Harbourfront Centre.",N,"{'type': 'MultiPoint', 'coordinates': [[-79.3819584299024, 43.6406697594208]]}"
135, ,The Second City,Performing Arts,416-343-0011, ,https://www.secondcity.com/toronto/,20040556, ,20040556,51,Mercer St,51 Mercer St,M5V 1H2,former Toronto,Toronto, ,107002,30059744,51, , , ,3980,Spadina-Fort York,20,10,3795500,Second City produces premiere comedy performances and operates a training centre.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3913376504474, 43.6473732707324]]}"
136, ,The Theatre Centre,Performing Arts,416-538-0988, ,http://theatrecentre.org/,856913, ,856913,1115,Queen St W,1115 Queen St W,M6J 1J1,former Toronto,Toronto, ,104008,1146609,1115, , , ,4238,Davenport,18,9,2475980,"The Theatre Centre supports artists who wish to develop works of an experimental or alternative nature. All their artists embrace the visual arts, music, dance and new media.",N,"{'type': 'MultiPoint', 'coordinates': [[-79.4230841644117, 43.6450984245657]]}"
137, ,The Village Playhouse,Performing Arts,416-767-7702, ,http://www.villageplayers.net/,13973721, ,13973721,2190,Bloor St W,2190 Bloor St W,M6S 1N3,former Toronto,Toronto, ,112001,10250117,2190, , , ,458,Parkdale-High Park,13,4,2188628,"The Village Playhouse a non-profit theatre group that opened its doors in 1974 and has since produced plays such as Cat on a Hot Tin Roof, Amadeus and Dial 'M' For Murder.",N,"{'type': 'MultiPoint', 'coordinates': [[-79.4746093095286, 43.6536519011144]]}"
138, ,Theatre Passe Muraille,Performing Arts,416-504-7529, ,http://passemuraille.ca/,8031682, ,8031682,16,Ryerson Ave,16 Ryerson Ave,M5T 2P3,former Toronto,Toronto, ,115001,14019423,16, , , ,4350,Spadina-Fort York,20,10,2276519,Theatre Passe Muraille was Canadas original alternative theatre company. 600 Canadian plays have been produced since the company was founded in 1968.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.4024127775791, 43.6505996466293]]}"
139, ,Thompson Landry Gallery - Stone Building & Cooperage Space,Gallery,416-364-4955, ,http://www.thompsonlandry.com/,30032130, ,30032108,32,Distillery Lane,32 Distillery Lane,M5A 3C4,former Toronto,Toronto, ,115001,30029419,6, , , ,4574,Spadina-Fort York,28,10,3232766,"The Thompson Landry Gallery is spread out over 6,000 square feet and showcases artwork from internationally acclaimed contemporary Quebec artists. The gallery opened in 2009 and is situated within the Distillery District's Cooperage Building.",N,"{'type': 'MultiPoint', 'coordinates': [[-79.3599894158372, 43.6517463221062]]}"
140, ,TIFF Bell Lightbox,Landmark,416-599-2033, ,https://www.tiff.net/,14659357, ,14659357,350,King St W,350 King St W,M5V 3X5,former Toronto,Toronto, ,104008,10458506,350, , , ,3780,Spadina-Fort York,20,10,1604772,"The TIFF Bell Lightbox is the home of the Toronto International Film Festival and a year-round destination for unique screenings, themed festivals, and exhibitions. It also houses two restaurants.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3902515461928, 43.6486451161013]]}"
141, ,Todmorden Mills Heritage Site,Landmark,416-396-2819, ,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/todmorden-mills/,10833995, ,10833995,67,Pottery Rd,67 Pottery Rd,M4K 2B9,East York,Toronto,Todmorden Mills Park,107008,10833994,67, , , ,293,Toronto-Danforth,29,14,4138865,Todmorden Mills Heritage Site is situated within the Don Valley and is located beside a 9.2 hectare wildflower preserve. It features historic buildings such as the Brewery building and the Papermill theatre and gallery.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3601346791559, 43.6883594323143]]}"
142, ,Tommy Thompson Park,Nature/ Park,416-661-6600, ,https://tommythompsonpark.ca/,13366891, ,13366891,1,Leslie St,1 Leslie St, ,former Toronto,Toronto, ,106001,13366892,1, , , ,225,Toronto-Danforth,32,14,3029400,"This narrow peninsula park is a perfect place for hiking, jogging, cycling and birdwatching, with 10km of paved trails.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3213924362603, 43.6531849402458]]}"
143, ,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,416-397-1340, ,https://torontobotanicalgarden.ca/,20015330, ,20015330,777,Lawrence Ave E,777 Lawrence Ave E,M3C 1P2,North York,Toronto,Edwards Gardens (Civic Garden Centre),106001,11541583,777, , , ,3828,Don Valley West,25,15,2803401,"Located at the stunning Edwards Gardens, Toronto Botanical Garden features award-winning themed gardens and an indoor education/interpretation facility.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3584635916899, 43.7363364065238]]}"
144, ,Meridian Arts Centre (formerly Toronto Centre for the Arts),Performing Arts,416-733-9388, ,http://www.meridianartscentre.com/,14072465, ,14072465,5040,Yonge St,5040 Yonge St,M2N 6R8,North York,Toronto, ,115001,14067766,5040, , , ,4733,Willowdale,23,18,2124525,"This venue features three unique stages to house a multitude of concerts, shows and events.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.4138236624494, 43.7682789222242]]}"
145, ,Toronto City Hall and Nathan Phillips Square,Landmark,311, ,https://www.toronto.ca/services-payments/venues-facilities-bookings/booking-city-facilities/city-hall/,856375, ,856375,100,Queen St W,100 Queen St W,M5H 2N1,former Toronto,Toronto, ,104001,1145216,100, , , ,4238,Spadina-Fort York,27,10,3838404,"Toronto's City Hall is one of Toronto's best known and visited landmarks. Nathan Phillips Square located directly in front of City Hall, is the site of  the iconic Toronto sign, concerts, farmers' markets, and iconic events.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3834258614978, 43.6548206632272]]}"
146, ,Toronto Congress Centre,Convention & Trade Centres,416-245-5000, ,https://www.torontocongresscentre.com/,11047976, ,11047976,650,Dixon Rd,650 Dixon Rd,M9W 1J1,Etobicoke,Toronto, ,115001,11047975,650, , , ,1470,Etobicoke North,2,1,2028111,"The Toronto Congress Centre opened in 1995 and now features over 1 million square feet of space for galas, meetings, trade shows and conventions,",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.5779744678935, 43.692895731686]]}"
147, ,Union Station,Transportation,311, ,https://torontounion.ca/,10864313, ,10864313,65,Front St W,65 Front St W,M5J 1E6,former Toronto,Toronto, ,115001,10864309,65, , , ,3472,Spadina-Fort York,28,10,2350095,"Union Station is the busiest transportation hub in all of Canada. It serves more than 250,000 passengers daily. Via Rail, the TTC, Go Transit and Amtrak all operate out of the station",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3801454108119, 43.6475184738269]]}"
148, ,CF Toronto Eaton Centre,Landmark,416-598-8560, ,https://www.cfshops.com/toronto-eaton-centre.html,7762825, ,7762825,220,Yonge St,220 Yonge St,M5B 2H1,former Toronto,Toronto,Eaton Centre,107010,7762785,220, , , ,4733,Toronto Centre,27,13,1899690,The Toronto Eaton Centre is downtown Toronto's only shopping mall. It features over 200 stores and restaurants as well as the sculpture called Flightstop designed by Michael Snow.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.379910447201, 43.6556679131384]]}"
149,Approximate address - Located on Toronto Island - take ferry from Jack Layton Ferry Terminal to Centre Island,Toronto Island Park,Nature/ Park,311, ,https://www.toronto.ca/explore-enjoy/parks-gardens-beaches/toronto-island-park/,14258203, ,14258203,1,Centre Island Pk,1 Centre Island Pk, ,former Toronto,Toronto, ,106001,1147832,1, , , ,17507,Spadina-Fort York,28,10,4061641,"The Toronto Island Park is North America's largest car free neighbourhood and is only a short ferry ride away from downtown Toronto. The park is features several attractions, beaches, restaurants, bike and boat rentals and plenty of open green space.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3770752909015, 43.61721427079]]}"
150, ,Toronto Music Garden,Nature/ Park,416-973-4000, ,http://www.harbourfrontcentre.com/venues/torontomusicgarden/,13971630, ,13971630,479,Queens Quay W,479 Queens Quay W, ,former Toronto,Toronto, ,106001,14130670,479, , , ,4244,Spadina-Fort York,20,10,4156403,The Toronto Music Garden is situated on Toronto's newly revamped waterfront. The garden was designed by landscape designer Julie Moir Messervy and by the cellist Yo Yo Ma.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3932984112137, 43.6392159143018]]}"
151, ,Toronto Pearson International Airport,Transportation,416-247-7678, ,https://www.torontopearson.com/en,, ,,6301,Silver Dart Drive, ,L5P 1B2, ,Mississauga, ,,,, , , ,, ,,,,Canadas busiest airport with flights to over 180 destinations around the globe.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.613161628188, 43.6775023539927]]}"
152, ,Toronto Police Museum & Discovery Centre,Museum,416-808-7020, ,http://www.torontopolice.on.ca/museum/,7762664, ,7762664,40,College St,40 College St,M5G 2J3,former Toronto,Toronto,Toronto Police Service Hq,103003,14020372,40, , , ,9765,Toronto Centre,27,13,2561688,"The Toronto Police Museum & Discovery Centre occupies 3,000 square feet within the Police Headquarters building on College Street. The museum solely relies on private donations and is a not for profit registered charity.",N,"{'type': 'MultiPoint', 'coordinates': [[-79.3849400713259, 43.6633475888029]]}"
153, ,Toronto Public Labyrinth at Trinity Square,Landmark or Attraction,416-338-4386, ,http://www.labyrinthnetwork.ca/toronto-public-labyrinth/,7762784, ,7762766,24,Trinity Sq,24 Trinity Sq, ,former Toronto,Toronto,Trinity Square,109001,7762767,19, , , ,11089,Toronto Centre,27,13,3835460,Trinity Square Park offers a unique age-old experience of meditating and relaxing while walking a labyrinth and focusing on personal self-awareness and spiritual growth.,N,"{'type': 'MultiPoint', 'coordinates': [[-79.3816414594175, 43.6562147143283]]}"
154, ,Toronto Railway Museum,Museum,416- 214-9229, ,https://torontorailwaymuseum.com/,30022193, ,14172191,255,Bremner Blvd,255 Bremner Blvd,M5V 3M9,former Toronto,Toronto,Roundhouse Park,115001,13975104,255, , , ,11078,Spadina-Fort York,20,10,3836923,"The Toronto Railway Museum encompasses the Canadian Pacific Railway John Street Roundhouse at Roundhouse Park and features a restored turntable, a number of trains and the 1896 Canadian Pacific Don Station.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3851853298275, 43.6437271938888]]}"
155, ,Toronto Reference Library,Landmark,416-395-5577, ,https://www.torontopubliclibrary.ca/torontoreferencelibrary/,8677433, ,8677433,789,Yonge St,789 Yonge St,M4W 2G8,former Toronto,Toronto,Toronto Reference Public Library,107009,8677431,789, , , ,4733,University-Rosedale,27,11,3006667,The Toronto Reference Library is situated in a 5 storey building within the Yorkville neighbourhood. It is the largest public reference library in Canada.,N,"{'type': 'MultiPoint', 'coordinates': [[-79.3864707978445, 43.6738775358313]]}"
156, ,Toronto Sculpture Garden,Featured Park,416-392-4012, ,https://www.toronto.ca/explore-enjoy/history-art-culture/public-art/public-art-monuments-collection/comp-sculpture-garden/,8344741, ,8344741,115,King St E,115 King St E,M5C 1G6,former Toronto,Toronto,"Toronto Sculpture Garden,Church - King Parkette",115001,30097820,115, , , ,3779,Toronto Centre,28,13,4238726,Since 1981 this small urban park has featured contemporary sculpture installations by various artists.,N,"{'type': 'MultiPoint', 'coordinates': [[-79.3734645361671, 43.6518456095473]]}"
157,(by the Skywalk),Toronto Tourist Information Centre,Visitor Information,416-392-9300, ,https://www.toronto.ca/explore-enjoy/visitor-services/tourist-information-centres/,10864313, ,10864313,65,Front St W,65 Front St W,M5J 1E6,former Toronto,Toronto, ,115001,10864309,65, , , ,3472,Spadina-Fort York,28,10,2350095,"The Toronto Tourist Information Centre provides travel advice and information to all its customers. Services include free Wi-Fi service, brochures and souvenirs. Located at the entrance to the Skywalk.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3801454108119, 43.6475184738269]]}"
158, ,Yuk Yuk's,Performing Arts,416-967-6431, ,https://www.yukyuks.com/,7929614, ,7929614,224,Richmond St W,224 Richmond St W,M5V 1V6,former Toronto,Toronto, ,104008,14025348,224, , , ,4277,Spadina-Fort York,20,10,2103957,Yuk Yuk's was established as a comedy club by Mark Breslin in 1976. It is located within Toronto's entertainment district and features various comedians doing their stand up routines.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3881630648333, 43.6518696837228]]}"
159, ,Toronto Zoo,Attraction,416-392-5900, ,https://www.torontozoo.com/,6349687, ,6349687,2000,Meadowvale Rd,2000 Meadowvale Rd, ,Scarborough,Toronto, ,106001,6349684,2000, , , ,8470,Scarborough-Rouge Park,42,25,2128998,"The Toronto Zoo is one of the largest zoos in the world at 287 hectares (710 acres) and is known for interactive education and conservation activities. It is currently home to 2 giant pandas, and more than 5,000 animals representing over 500 species.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.17813719971, 43.8258722577434]]}"
160, ,Toronto's First Post Office,Museum,416-865-1833, ,http://www.townofyork.com/,14194698, ,14194698,260,Adelaide St E,260 Adelaide St E,M5A 1N1,former Toronto,Toronto, ,104008,8353507,260, , , ,2851,Toronto Centre,28,13,2932547,Toronto's First Post Office acts as a museum but also continues to operate as a full service Canada Post office. Admission to the museum is by donation.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3703364980376, 43.6539098238663]]}"
161, ,Travellers' Aid Society of Toronto,Visitor Information,416-366-7788, ,http://travellersaid.ca/,10864313, ,10864313,65,Front St W,65 Front St W,M5J 1E6,former Toronto,Toronto, ,115001,10864309,65, , , ,3472,Spadina-Fort York,28,10,2350095,Travellers' Aid Society of Toronto operates two desks; one at Pearson International Airport and the other within Union Station's grand hall. They offer free services to the general travelling public.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3801454108119, 43.6475184738269]]}"
162, ,Ukrainian Museum of Canada,Museum,416-923-9861, ,http://umcontario.com/,870140, ,870140,620,Spadina Ave,620 Spadina Ave,M5S 2H4,former Toronto,Toronto, ,102008,1143508,620, , , ,4426,University-Rosedale,20,11,1870749,"The Ukrainian Museum of Canada features over 4,000 artifacts. These artifacts include prints, coins, maps jewellery, textiles and historic costumes.",N,"{'type': 'MultiPoint', 'coordinates': [[-79.4020381246607, 43.6639397316248]]}"
163, ,Woodbine Racetracks,Attraction,416-675-7223, ,https://woodbine.com/,1027360, ,1027360,555,Rexdale Blvd,555 Rexdale Blvd,M9W 7G3,Etobicoke,Toronto, ,106005,907820,555, , , ,2361,Etobicoke North,2,1,1492665,Offers both Standardbred and Thoroughbred racing and hosts many prominent events (including the Queens Plate)throughout the year.,Y,"{'type': 'MultiPoint', 'coordinates': [[-79.605446341063, 43.711000574598]]}"
164, ,Art Museum at the University of Toronto,Gallery,416-978-1838, ,https://artmuseum.utoronto.ca/,7793198, ,7793198,15,King's College Crcl,15 King's College Crcl,M5S 3H7,former Toronto,Toronto, ,115001,7793196,15, , , ,11268,University-Rosedale,20,11,2923233,Originally opened in 1996 The Arts centre puts a special focus on study collections.,N,"{'type': 'MultiPoint', 'coordinates': [[-79.3951385322816, 43.6645409850473]]}"
165, ,Village of Yorkville Park,Nature/ Park,416-338-4386, ,https://www.bloor-yorkville.com/village-yorkville-park-green-space-gem/,9544521, ,9544521,115,Cumberland St,115 Cumberland St, ,former Toronto,Toronto, ,115001,30074461,115, , , ,3247,University-Rosedale,27,11,4089089,"The Village of Yorkville Park was built on the site of a former parking lot, in the heart of the Bloor Yorkville neighbourhood. The main focal point of the park is the rock which weighs 650 tonnes and is approximately 1 billion years old.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.3914753653529, 43.6720256753297]]}"
166,Approximate address - Located on Toronto Island - take ferry from 9 Queen's Quay West to Ward's Island,Ward's Island Beach,Nature/ Park,416-338-4386, ,http://app.toronto.ca/tpha/beach/6.html,3814227, ,3814227,40,Lakeshore Ave,40 Lakeshore Ave,M5J 1X8,former Toronto,Toronto, ,100001,3814229,40, , , ,3802,Spadina-Fort York,28,10,4162701,"Ward's Island beach is located on the most Eastern part of the Toronto Islands. It features a residential neighbourhood, 2 restaurants, a beach and boardwalk.",Y,"{'type': 'MultiPoint', 'coordinates': [[-79.354607651682, 43.6316046472621]]}"
167, ,Winchester Street Theatre,Performing Arts,416-967-1365, ,http://winchester.tdt.org/,883562, ,883562,80,Winchester St,80 Winchester St,M4X 1B2,former Toronto,Toronto, ,112001,1142715,80, , , ,4697,Toronto Centre,28,13,1907712,The Winchester Street Theatre is owned and jointly operated by the Toronto Dance Theatre and the School of Toronto Dance Theatre. The venue features rake seating and a stage that best showcases dance performances.,N,"{'type': 'MultiPoint', 'coordinates': [[-79.366812358877, 43.6684211850633]]}"
